76589094,PW
13716518,NH
30796431,TN
12672602,MS
67004056,WA
44929455,ID
46015301,CT
11510668,KS
19560409,PR
32651446,MN
54530331,UT
18806696,AK
43103525,AL
63218758,NC
50679719,MD
25464788,MD
53484334,VA
55512238,ID
39777440,MT
15617971,WA
21642697,MA
23561627,NC
31633649,NC
38967227,GU
53495048,MO
40166796,PW
84638686,NE
31266170,MN
26020816,WY
11739680,FL
59544704,HI
24201170,VI
13564361,MP
34320255,CO
76201015,PR
89594972,RI
05828264,MT
66877986,VT
76502372,MI
86653202,NC
42264970,GU
81195078,OH
17574746,ID
64933362,SD
13124999,NJ
11248895,FM
18058159,NE
13988482,NJ
15309603,MO
79452106,MO
85303800,MO
02129853,WY
56137166,CA
30597008,MH
06563466,NV
29710623,OR
60109110,NE
22934727,TX
77072612,CT
13688151,CA
85332269,LA
21673272,AL
40426589,FM
86141796,SD
37432279,NE
78586476,DE
61016028,IL
40069949,HI
17678594,HI
40690174,VA
33511212,PA
71207464,GA
53365767,WI
39531970,MH
06849974,MN
60405899,KY
27692382,AS
62619249,NH
47809838,WY
24312796,VT
96323903,LA
21456164,AK
22579244,DE
77289083,NM
66144010,PA
29205807,WI
20507409,WV
42918744,GU
00776788,KS
31741329,UT
21087237,NJ
65748344,OR
65358656,MH
21232839,ME
98764221,VT
07785634,PA
62993368,MA
37768564,ID
64899633,GA
73915932,AZ
37302380,MO
45543250,NH
91413383,MS
90696318,NV
47595432,KS
13186781,GU
79109700,HI
69261650,TN
25570359,ID
07433279,KY
38041217,MS
67059782,MH
73631252,ID
05924575,IL
20136251,WI
63940601,NE
45027756,GA
80387215,ND
81734539,NV
18170935,OR
52573120,MS
28629823,WY
15398621,GA
41048956,NE
77247869,PW
82277498,NM
90683009,MP
35709524,VT
19624654,NC
34416581,MD
67350961,NV
47485096,IN
78875448,AR
69234606,NJ
59661227,AK
28860941,OK
92703750,LA
58207886,MA
57818769,WY
83399081,MN
04404922,DE
44476468,NJ
55774411,DC
28672980,IN
77403767,IN
99841290,PW
78079700,TX
64764069,MO
87075126,HI
53619398,RI
66242820,NM
98305709,IL
49570386,VI
14798114,IA
08937157,ME
47270438,ID
02807425,MT
04761384,MN
32976172,VA
92349893,PW
83568525,FL
63348812,WY
55575270,PR
60533442,UT
18853138,NM
12522033,KS
86686616,DC
74448147,SC
13559996,NV
37757484,MI
76611701,GU
93024761,AK
88535692,GA
62988298,FM
55608730,VI
92451094,KS
30234710,PR
81703981,LA
10795645,ME
14591622,NE
21219242,KY
61653861,OH
67118872,AZ
07280188,VI
33583962,PW
79193190,AZ
46999782,AR
21040041,PR
65805853,IL
57997703,KS
35615836,NH
81930107,WI
51066421,NM
53758919,MA
73234414,FM
43721543,TN
80213831,CT
10848790,AR
53696028,MO
25939475,GU
50439275,IL
36522434,AL
40347276,FM
72538587,MI
84644091,GA
71952433,PR
29001633,PA
96678866,MD
60194062,IN
31745945,HI
60032215,PW
85086320,PW
00230001,NJ
46063001,TX
10387913,NM
18649063,ME
12219566,NM
75057848,VA
79123056,HI
98968026,AS
97068316,CT
78978908,OK
97239844,UT
29381146,MI
45202717,OH
46873863,VT
26917675,ND
59162275,MP
67353662,MO
84469040,MS
29657798,OR
57456910,PA
55616077,PR
77841678,MH
79065344,DE
50033830,GA
52983147,TX
27334344,FL
41578063,PA
68973255,AS
13633246,MH
79740601,AS
12748083,CO
66379053,AR
66047443,MD
18278865,MS
91898742,KY
71830057,FM
22702937,AL
48215211,MT
06647965,WA
45104149,IA
67694188,NH
74063591,NC
08806998,MT
99399148,NV
51473413,PW
57748542,CT
04937666,PA
95188356,IL
81450628,OH
97536204,NM
27906049,NM
03024366,NY
72956084,ME
65892372,KS
12311686,PR
86853195,SD
22630266,SC
40197197,MT
13962083,VT
16200308,LA
58877432,OH
16505223,VI
15819796,ME
79576183,NV
66505799,IL
77852925,NE
38518088,IA
42144885,GU
98400082,DE
43473494,WY
40036365,GA
91039418,NV
37843383,VT
67487167,HI
00355418,AR
16621602,ID
68755758,PR
12539171,NM
51041834,CT
34687685,RI
93478172,MI
18136908,MD
43789464,MP
85742773,WV
30600025,NE
84143899,NC
97211417,FL
16215724,SD
54185274,IN
36352282,FM
43118790,IL
49308828,SC
99602717,MP
66639159,NE
25452685,AS
29429308,CO
98188670,VT
77383204,CA
99002148,ND
95357416,CO
64491609,WY
02288499,AS
75875507,FM
42938873,CT
79052029,MA
52159816,GA
26482146,PW
53159768,NJ
21368828,WY
41245774,DE
69119515,HI
05627230,OH
67469265,MI
63654655,ME
33571027,NH
36395820,AR
34768840,IN
82753853,WA
90688017,NY
36705441,UT
06949170,CA
81083253,WI
54433223,NJ
77417605,ME
48453683,DC
23909518,OH
17001880,WA
05314900,DE
83301972,IN
98514649,MS
45467783,MD
07618910,NY
65179328,NH
30871236,TX
30558728,PW
55664030,TN
21499736,AZ
45620364,WI
82158447,MD
63915231,PW
40076314,SD
39467542,RI
76430030,VT
07589948,PA
49420243,DE
26214213,SC
80979880,VA
16890754,FM
14525244,VI
90513127,MI
01722045,PR
48463940,IL
67580884,KY
48087738,NM
96704529,NC
88501211,LA
65331352,AZ
53951763,MD
74197333,VT
31562559,OR
63902769,WA
07011046,NH
46112569,MT
96674744,MH
32405557,PW
06304492,NV
16834615,TX
68290188,MI
08428530,WV
46699807,MO
70098698,CA
10330683,TN
28068984,NY
42501672,AL
52024230,OR
79070235,WI
17383298,GA
48894153,CA
78840956,MI
54952158,WA
19851922,MP
88251038,AL
78463540,VI
72360475,AZ
31654963,OR
76176995,NC
64635428,LA
65136430,AK
25567811,WV
96260126,ME
24939627,DC
14876623,VI
71158643,WI
81054814,PA
69704855,OK
84168452,WI
77493826,PR
75836891,NJ
16930543,HI
37206376,MO
07940030,VI
17631637,IN
49895057,FL
98051081,LA
87307191,TX
41065232,WI
60954169,CT
84662359,RI
62930130,MN
08868244,WI
36441631,MN
32965596,CT
16678938,MH
75063525,TX
33687189,GA
08103487,DC
96456797,CT
84876736,FL
85423134,SD
64746909,OH
17661630,MA
08918910,FM
13230760,OK
38546767,NC
30034130,MN
24605807,NV
18451726,NJ
18062626,CT
19619698,MS
11130218,NE
85295669,RI
24726242,AL
18269860,FL
60165459,MA
93310533,WA
17348528,FL
51021987,WI
35910404,NC
59336729,CA
70548112,IL
72705103,MT
19722173,MN
58434695,NM
60766824,NH
31028431,NC
56060295,MP
99524278,CT
24433486,DE
78797365,PW
14807031,OR
52178642,NH
27195731,AZ
83967396,MO
01673079,FM
06070570,MP
71065983,MP
74988551,WI
01848526,MH
11066692,VA
94472362,MP
65809701,WV
94698121,NY
44236647,VA
93024091,HI
02220411,NJ
86806614,PR
71662479,MN
54553025,SD
50681538,IA
53486213,OR
81411894,NV
87832138,ME
00045469,MH
97728071,TX
38464131,AZ
93191594,DC
38327018,TN
98164275,ND
